"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"blue",9,9,40,0,7,20,46,86,19,22,59,3,4,2,5,5,5,42,0,6,7,24,19,15,17,54,26,3,4,12
"blue",24,24,55,0,24,24,67,6,17,17,68,70,12,13,10,17,17,37,0,36,36,89,3,34,34,75,4,16,33,32
"red",15,50,67,271,9,43,57,270,10,61,70,292,15,8,10,1,8,11,0,1,5,7,0,0,3,4,0,0,1,0
"red",8,23,38,177,18,52,69,154,9,49,54,216,7,9,9,13,16,30,0,2,4,8,0,2,3,5,0,9,2,0
"red",11,14,58,0,18,43,55,19,27,49,91,28,8,16,26,16,23,53,52,9,20,45,199,14,18,62,32,9,8,9
"red",19,19,43,0,16,17,39,29,22,22,44,3,6,6,7,27,27,47,0,34,37,65,0,25,29,50,0,4,2,7
"blue",15,15,49,3,6,7,30,30,22,22,62,35,5,0,17,11,11,52,0,13,13,37,116,14,14,38,4,6,5,10
"red",11,20,31,167,20,20,48,62,18,19,43,39,2,11,7,15,15,39,6,21,21,60,0,16,16,56,0,13,15,13
"blue",16,27,33,114,8,15,26,34,4,5,8,78,2,3,2,16,41,42,133,17,41,57,197,14,51,64,210,6,6,6
"red",15,47,64,229,11,22,34,203,16,45,66,164,10,8,10,9,10,18,15,4,6,21,0,9,10,29,0,4,2,5
"blue",19,20,44,4,23,24,65,0,13,18,68,0,11,20,13,15,19,59,45,17,17,79,22,26,31,84,80,13,13,24
"red",1,13,20,205,12,12,37,0,24,29,48,16,0,1,5,0,2,7,62,10,10,34,0,5,5,16,59,0,2,3
"red",12,12,36,0,14,20,35,27,24,25,55,2,6,9,16,10,10,22,0,6,8,17,45,14,16,30,42,4,3,7
"red",11,13,29,26,17,29,47,62,16,17,47,30,5,13,12,8,10,31,0,8,9,22,0,7,10,42,0,3,1,2
"red",53,53,121,0,40,44,98,34,59,59,131,0,44,31,50,11,11,40,0,12,12,38,0,24,24,75,0,9,9,19
"red",32,36,91,52,20,38,84,167,12,19,44,62,19,17,12,8,11,35,68,16,32,54,9,9,12,26,99,4,11,4
"blue",10,15,48,14,12,12,39,0,6,6,35,0,3,3,1,30,30,61,0,22,23,74,12,33,33,87,4,19,15,30
"blue",3,4,9,0,8,8,15,0,1,2,8,37,1,7,0,19,42,49,225,19,34,53,223,24,46,60,226,18,17,23
"blue",12,22,38,75,14,26,43,42,11,29,59,46,7,8,10,12,22,32,167,6,25,35,189,12,18,26,117,9,4,8
"blue",16,18,31,7,12,33,52,69,8,9,26,30,9,8,6,16,17,28,7,11,17,23,130,16,19,28,0,8,9,7
"red",25,36,62,102,30,34,47,104,22,59,66,262,13,13,20,9,14,66,0,4,10,45,0,0,27,34,0,8,4,0
"blue",10,26,40,173,7,13,31,150,10,20,33,203,7,2,9,13,17,44,33,16,19,50,11,9,11,40,23,8,6,6
"red",29,38,69,52,19,39,52,265,29,46,83,135,19,14,23,28,34,80,0,15,37,52,0,32,41,75,0,10,12,19
"red",24,27,47,20,22,22,48,0,26,27,54,0,13,15,15,6,6,31,0,6,6,58,0,13,13,72,0,5,5,6
"blue",13,15,21,213,11,11,21,52,24,29,46,114,10,8,16,12,21,27,26,15,30,37,211,16,23,36,85,8,9,8
"red",8,32,39,167,17,26,71,71,14,36,56,163,8,8,8,8,11,14,106,28,46,73,30,19,19,37,0,6,24,14
"blue",16,27,38,58,9,13,24,1,44,50,85,3,8,7,30,14,26,32,162,14,24,40,192,28,35,64,118,5,12,16
"red",37,44,89,29,33,49,92,90,39,54,90,221,8,13,20,31,36,52,23,20,20,47,19,7,7,17,0,12,8,2
"red",31,31,65,12,26,26,55,13,39,41,80,13,20,17,20,16,16,54,4,15,16,48,0,6,6,44,0,4,1,2
"blue",14,17,38,142,13,21,41,91,14,22,34,103,8,4,3,29,40,62,38,45,55,80,89,33,45,57,134,18,32,18
"red",20,32,61,88,16,35,53,164,9,28,31,276,16,10,5,15,15,39,0,11,12,22,0,2,5,12,0,9,2,1
"red",12,15,52,2,42,55,94,84,24,26,74,9,10,38,21,15,19,44,161,7,21,40,79,14,14,58,20,10,4,8
"blue",27,29,72,0,14,15,45,72,17,36,72,8,14,10,9,31,32,91,19,20,21,57,44,9,9,47,89,14,14,4
"blue",17,17,40,2,17,17,43,0,16,16,40,0,10,8,9,24,24,52,0,16,16,41,0,14,14,40,0,6,10,9
"blue",16,34,73,105,19,20,51,54,18,18,55,16,13,9,10,25,41,63,3,22,29,61,0,24,24,48,1,22,21,22
"red",35,35,80,33,34,35,67,14,25,26,54,100,20,26,14,15,24,65,0,12,16,55,20,10,19,51,24,13,9,8
"red",22,41,47,32,32,39,53,67,14,24,40,206,15,23,11,27,39,53,219,35,45,64,103,18,36,48,14,15,25,11
"red",18,18,50,0,25,25,55,0,20,22,42,87,12,13,5,5,5,18,0,9,9,18,0,6,6,20,10,4,8,1
"blue",11,11,50,0,19,19,66,9,4,11,21,0,3,10,2,15,15,39,0,16,16,41,0,17,31,47,221,7,10,15
"red",11,14,43,15,15,15,47,0,14,14,53,0,8,12,12,6,10,15,59,5,5,35,1,14,14,40,0,5,2,4
"red",12,12,26,105,3,9,17,107,19,20,49,24,9,2,9,10,10,24,42,5,19,24,95,18,18,40,0,4,0,9
"red",16,16,49,1,12,12,54,6,10,15,32,19,5,7,7,11,11,38,29,13,13,43,0,14,24,44,179,8,10,10
"red",10,23,34,172,10,26,34,124,11,21,36,52,7,7,8,5,8,19,63,1,2,6,158,19,20,37,139,4,1,15
"red",18,19,37,127,11,14,28,111,18,18,46,2,16,9,15,19,22,33,31,15,27,48,0,45,47,92,4,11,8,35
"red",9,35,54,110,15,23,52,81,10,40,56,237,6,7,5,15,19,31,71,14,14,26,2,4,9,13,24,12,9,4
"red",18,26,35,169,31,50,80,260,21,40,80,152,15,31,18,9,30,44,0,7,20,31,0,7,12,39,0,2,5,3
"red",6,26,32,241,4,15,21,106,11,24,34,55,3,1,2,3,10,13,36,7,14,17,0,13,29,45,128,1,2,3
"red",4,13,28,151,5,11,18,125,6,22,31,131,4,4,2,2,17,29,60,11,22,35,57,4,14,22,76,2,3,2
"red",32,32,65,0,43,44,74,3,45,46,80,0,23,27,29,25,29,54,115,18,18,64,18,24,24,77,0,23,17,23
"blue",2,3,17,1,4,5,18,14,3,6,16,1,0,2,3,20,35,71,147,15,30,80,112,14,44,63,225,18,12,8
"red",23,34,88,83,14,61,93,196,10,38,70,204,13,8,4,9,11,34,6,9,17,40,19,8,13,23,1,4,6,6
"blue",10,11,49,20,1,1,14,8,10,12,27,8,3,0,8,9,12,33,62,11,22,33,174,12,20,31,237,5,6,8
"blue",13,14,35,57,8,14,22,125,8,15,21,132,10,8,7,24,29,70,127,7,14,33,145,11,23,32,120,12,4,5
"red",26,29,45,5,25,27,47,5,24,27,49,31,10,14,15,13,17,48,25,15,15,47,34,11,14,44,0,10,8,8
"red",5,11,29,200,6,11,17,187,24,33,60,72,3,3,12,6,10,32,2,4,9,29,47,7,7,46,0,1,2,3
"red",14,21,50,101,15,30,57,68,14,53,71,224,2,5,11,12,16,28,37,4,11,20,83,0,2,6,30,7,3,0
"red",28,29,48,8,19,25,44,49,19,38,49,91,20,13,16,19,28,65,2,12,16,59,35,12,13,41,5,9,6,7
"red",11,18,38,78,15,16,37,48,16,20,41,50,4,13,11,9,12,28,0,15,16,33,0,16,16,34,0,2,4,4
"blue",8,8,16,235,11,16,28,51,10,21,33,153,6,7,8,17,22,32,0,23,29,45,151,11,21,32,70,15,20,9
"blue",10,22,29,220,5,12,17,156,11,21,30,12,3,4,6,5,18,24,29,32,44,59,117,13,26,45,228,3,20,7
"red",9,62,64,254,8,45,48,123,6,72,81,211,2,3,5,7,27,30,0,27,38,42,114,8,21,23,37,2,10,4
"red",17,32,53,195,31,39,68,121,22,26,62,91,6,19,16,10,10,19,0,13,13,38,3,21,21,50,3,4,6,14
"red",12,23,52,126,11,28,50,171,10,58,69,234,8,6,8,9,9,49,0,10,15,35,43,3,5,15,12,6,8,1
"red",16,17,27,137,16,18,36,13,23,23,43,0,4,4,6,7,14,27,2,16,24,46,6,15,16,43,0,5,13,10
"blue",7,13,22,124,4,9,23,33,4,4,15,94,1,3,2,20,44,53,32,36,59,70,82,18,29,36,84,9,16,5
"red",19,19,47,5,27,27,57,15,42,55,78,97,6,5,23,23,28,68,37,16,18,38,0,9,18,51,0,17,10,9
"red",20,24,61,3,34,37,64,76,15,24,51,101,10,22,10,23,25,63,27,23,23,48,44,12,13,37,31,19,15,10
"blue",26,28,42,81,17,17,45,26,10,10,38,0,2,3,4,13,14,33,21,28,28,46,1,23,25,59,17,7,20,19
"blue",7,13,23,3,6,38,46,187,29,46,59,56,3,3,13,17,31,43,181,4,33,43,16,28,40,70,0,4,3,14
"blue",12,24,40,0,13,32,51,7,5,12,34,0,5,6,2,22,27,53,154,20,27,59,157,32,46,78,214,13,13,27
"red",8,28,40,170,16,22,46,157,33,44,79,148,6,14,31,9,19,35,11,24,28,48,1,9,16,41,0,6,12,6
"red",31,37,64,54,13,35,56,83,11,16,30,26,16,11,6,10,31,50,26,2,10,17,70,4,11,19,140,5,0,2
"red",10,13,38,63,11,16,34,96,15,33,56,206,5,3,8,33,60,78,105,16,24,44,90,10,12,20,3,18,10,3
"blue",10,16,25,13,1,3,3,0,13,14,59,23,5,0,9,19,45,61,164,1,43,46,288,12,14,38,0,19,0,10
"blue",1,7,9,61,13,21,29,177,8,11,43,108,1,13,6,4,20,23,210,6,10,21,59,11,12,45,57,3,4,8
"red",33,33,57,121,71,72,135,0,28,32,54,34,32,69,27,21,24,64,31,41,42,107,13,37,50,82,61,17,32,26
"red",13,19,45,84,12,15,27,136,5,7,17,119,9,8,5,22,28,50,3,13,28,45,32,17,30,53,63,1,0,10
"red",13,32,43,230,8,8,34,2,15,26,55,184,10,6,7,8,26,38,4,30,34,67,46,5,17,38,0,3,23,1
"red",11,17,25,85,13,24,40,0,3,18,23,45,3,7,1,5,24,36,141,4,45,64,172,5,29,39,205,4,4,5
"red",16,31,39,121,5,7,12,18,15,29,35,99,2,3,11,5,14,20,74,8,34,36,260,13,15,21,75,3,2,10
"blue",8,9,23,69,4,12,21,90,24,25,79,0,4,3,18,12,26,47,141,17,44,57,151,34,35,98,4,8,15,23
"red",16,18,33,76,12,19,31,57,8,9,20,31,3,2,1,14,19,32,11,12,20,34,66,41,47,68,88,3,4,32
"red",10,10,29,50,22,28,72,66,13,28,43,212,8,21,11,17,33,58,80,16,16,51,0,8,21,33,32,6,9,4
"blue",4,9,21,75,9,9,20,0,11,16,20,106,3,7,9,1,19,22,209,8,29,46,237,4,14,22,154,1,7,4
"red",11,18,40,2,10,35,57,5,2,18,33,0,5,4,1,11,11,48,151,12,15,48,151,0,4,18,267,11,12,0
"blue",7,11,18,0,5,9,17,0,8,12,18,0,4,1,2,9,42,56,217,1,22,31,188,2,34,38,237,7,1,2
"red",34,37,94,7,25,25,71,0,18,21,62,16,19,17,15,38,39,91,20,33,35,80,15,20,22,65,23,25,24,15
"red",8,49,60,195,18,36,59,25,13,45,56,20,3,11,4,1,10,24,14,3,6,23,113,1,11,21,244,1,2,1
"blue",9,83,106,0,22,64,73,0,7,83,100,0,6,14,3,21,37,56,267,27,44,62,231,15,39,54,277,17,21,13
"red",11,17,40,93,4,19,40,130,7,34,58,172,4,3,6,4,11,30,0,13,21,44,9,3,4,28,7,3,10,3
"red",4,34,40,95,9,38,52,200,6,58,87,188,2,2,3,4,25,41,139,3,21,33,34,8,28,47,23,3,0,4
"red",14,38,48,164,25,30,48,63,25,43,82,0,8,12,18,0,3,12,90,24,33,57,49,34,47,78,50,0,11,16
"blue",5,33,45,130,13,30,50,0,9,44,57,107,4,13,9,2,29,34,149,12,46,56,192,4,13,16,128,0,5,1
"blue",14,17,30,74,8,25,41,194,3,9,12,185,10,5,3,3,7,22,104,7,31,43,7,1,10,15,44,1,5,0
"red",5,21,32,114,3,25,36,165,3,5,10,3,5,2,3,6,10,20,49,4,6,18,3,15,43,69,195,5,4,14
"red",13,26,38,288,9,22,33,236,16,16,41,114,12,3,8,13,62,71,0,8,48,57,0,27,83,108,16,13,6,22
"red",33,33,62,34,28,29,59,31,24,24,47,24,10,13,11,12,13,39,3,18,21,45,1,52,57,93,22,9,16,46
"blue",15,18,29,0,9,9,19,0,1,4,11,18,7,6,0,14,16,43,29,27,32,56,158,26,35,54,160,4,11,16
"blue",12,12,37,0,18,18,49,10,15,15,34,9,6,11,8,18,18,51,0,23,23,48,0,18,22,46,52,3,9,6
"blue",14,14,51,1,3,6,14,14,2,3,22,9,4,2,0,23,23,47,7,17,44,56,247,11,32,47,196,13,13,9
"blue",10,10,25,16,7,7,35,0,5,5,25,0,3,2,2,19,30,47,203,32,52,71,188,22,33,58,183,17,27,22
"blue",27,29,90,1,16,16,62,1,18,18,39,0,21,10,4,28,28,56,27,31,31,73,0,26,26,82,6,10,19,15
"blue",12,12,26,5,8,8,27,5,10,10,20,0,2,3,4,16,17,50,18,17,25,55,55,29,46,90,132,6,4,10
"blue",14,34,54,94,14,18,46,42,13,17,43,45,10,11,7,11,14,28,118,12,17,53,42,21,25,72,63,7,6,14
"blue",6,14,35,180,8,14,36,77,4,10,32,113,2,3,3,9,13,41,0,26,29,83,9,11,13,56,0,5,12,7
"blue",9,10,23,0,12,13,36,44,14,33,60,177,3,10,13,7,32,45,164,11,22,51,35,8,22,47,0,2,7,6
"blue",9,10,38,46,6,8,33,15,7,11,34,32,6,4,5,18,31,56,7,19,30,49,53,19,51,71,103,11,12,10
"red",19,19,39,37,22,23,46,74,19,21,66,33,14,13,15,15,17,39,43,13,23,47,35,12,12,53,3,12,12,11
"blue",18,24,36,144,6,12,19,104,2,6,8,17,8,4,1,18,20,33,18,11,39,43,155,13,30,34,258,4,6,7
"red",12,30,52,127,14,29,47,88,18,28,44,58,9,13,15,6,11,39,0,21,26,53,25,27,49,76,109,1,9,16
"red",30,63,98,220,15,23,60,97,25,46,70,118,22,11,16,3,20,41,0,17,18,67,0,9,11,62,0,2,14,5
"blue",7,10,10,132,5,7,10,47,12,15,25,104,5,2,9,15,20,26,131,17,48,63,221,7,32,45,91,5,9,5
"blue",16,17,35,0,16,17,37,12,16,17,33,28,8,8,11,17,23,41,131,14,16,39,152,18,27,48,144,11,9,13
"red",5,41,47,251,2,27,30,186,4,42,50,227,5,2,4,6,9,14,0,4,17,27,61,14,26,39,3,3,4,13
"red",5,46,58,0,6,37,48,154,4,40,43,0,4,5,3,5,17,28,279,4,25,30,97,3,23,28,277,0,2,3
"red",14,14,44,3,11,11,34,2,17,17,35,0,9,5,8,15,15,47,0,13,13,36,0,16,20,50,59,0,3,5
"blue",3,3,22,0,13,18,32,16,11,12,27,15,0,6,3,8,14,25,183,7,14,27,95,9,9,34,0,6,2,7
"red",28,58,75,267,25,49,73,166,17,28,47,88,18,20,8,2,4,8,3,9,9,27,0,11,12,36,40,1,7,6
"blue",12,16,34,2,12,20,23,0,18,31,54,0,5,11,9,12,13,23,118,5,19,33,263,8,13,26,164,4,4,5
"red",25,25,81,0,21,21,74,0,20,20,71,1,19,16,14,10,10,34,0,14,14,55,0,25,25,77,0,6,7,16
"red",4,12,23,56,40,41,100,0,23,44,84,22,3,29,14,6,9,17,189,20,20,67,0,10,13,50,68,6,15,6
"red",11,11,23,47,6,9,30,55,3,11,19,224,4,0,2,3,3,18,27,4,4,27,0,9,49,69,6,1,2,9
"red",10,14,45,62,12,15,39,128,11,21,27,139,5,2,3,18,20,43,27,12,21,35,50,1,16,22,137,11,5,1
"red",1,1,8,0,18,19,38,10,21,30,42,137,0,12,15,9,48,58,249,6,18,28,126,1,7,9,97,9,5,1
"red",7,7,13,86,11,31,45,169,4,12,15,134,4,11,2,27,64,90,145,5,9,14,96,3,46,59,62,25,4,2
"red",19,25,43,85,30,31,74,19,29,29,57,74,6,12,7,15,17,64,0,15,17,91,0,12,17,84,0,8,10,10
"blue",7,32,34,42,3,10,21,0,1,4,7,0,4,3,1,11,35,43,201,22,51,65,218,10,62,69,276,1,10,5
"red",24,24,64,0,24,25,73,0,18,44,76,142,12,18,16,10,11,47,16,24,24,59,21,13,17,47,0,4,11,10
"red",4,13,13,241,5,23,32,177,18,19,37,9,2,2,8,1,3,4,43,13,15,21,10,22,22,60,0,0,4,11
"red",33,45,64,1,34,39,65,1,26,36,65,4,19,16,20,41,66,101,122,40,55,98,70,28,32,77,59,28,21,21
"red",11,12,48,0,28,28,75,0,10,57,79,186,4,19,6,10,20,37,85,11,12,30,0,5,6,27,0,2,5,3
"red",23,37,56,180,18,29,48,108,12,41,50,212,8,11,3,3,9,16,0,1,1,12,3,6,10,19,28,3,1,6
"red",5,18,28,132,6,10,31,32,1,12,27,26,3,2,1,5,6,18,0,10,10,27,15,15,49,91,177,4,8,11
"red",28,28,87,0,31,32,89,1,45,46,102,0,23,28,34,28,28,105,18,21,23,91,46,18,18,76,61,25,18,14
"red",13,16,44,166,28,40,73,157,19,25,39,88,7,21,10,15,33,58,22,14,24,58,6,13,53,80,147,8,6,3
"blue",1,10,18,9,0,7,15,0,1,8,11,12,1,0,1,3,24,29,193,9,31,37,214,9,23,37,206,2,9,8
"red",8,8,39,0,13,13,51,2,12,12,44,0,5,6,7,13,13,34,0,17,17,41,3,21,21,47,3,9,11,7
"blue",18,18,38,0,14,14,54,0,11,14,29,81,10,9,8,13,13,54,0,25,31,68,4,16,16,46,0,5,16,7
"blue",10,24,47,15,17,30,60,88,10,20,31,34,2,12,5,20,30,51,149,19,23,42,78,17,28,41,196,13,16,14
"red",9,19,37,201,19,34,66,78,12,29,49,159,5,16,8,14,15,39,5,27,27,74,49,6,6,31,18,10,21,5
"blue",8,14,33,2,10,42,51,118,3,47,52,0,0,3,1,13,16,45,100,3,8,20,141,3,9,20,270,6,3,3
"red",17,35,59,167,5,18,27,149,7,30,42,172,17,3,7,0,0,6,0,5,7,13,82,17,17,26,6,0,3,5
"blue",9,12,25,1,12,13,24,44,9,15,34,59,6,6,4,17,22,46,50,18,36,56,81,16,23,54,22,5,9,6
"blue",8,12,30,0,9,9,38,18,20,21,49,90,3,2,9,18,18,40,42,23,23,68,0,22,25,56,0,4,13,9
"blue",7,12,34,1,17,18,37,53,18,18,48,0,3,11,9,10,11,21,114,6,27,31,96,8,8,33,30,3,6,6
"blue",11,15,48,34,11,12,28,13,7,14,24,39,7,8,3,29,31,52,28,8,9,17,159,7,24,40,186,17,1,4
"blue",13,13,64,0,21,21,65,6,10,10,58,24,3,13,7,19,19,60,0,15,16,49,36,14,14,57,5,9,13,13
"red",13,40,55,141,9,13,32,114,28,34,61,0,10,7,25,11,26,56,15,20,41,56,95,18,30,66,69,5,15,11
"red",29,29,68,0,10,34,39,272,8,58,73,206,12,3,3,13,13,46,0,1,26,34,0,7,26,48,0,6,1,4
"blue",11,17,41,126,4,32,33,219,29,29,76,0,8,0,15,17,46,68,72,3,31,34,75,40,40,82,0,9,3,35
"blue",14,34,71,152,5,5,29,31,7,7,20,7,10,4,6,12,14,35,5,16,17,41,0,19,20,45,0,8,12,16
"red",16,19,52,140,5,14,34,196,14,34,93,156,15,4,14,14,25,36,41,8,11,29,2,19,25,59,0,9,6,16
"red",12,56,111,149,3,36,48,194,4,29,49,186,9,2,3,4,6,6,0,6,11,21,0,3,6,17,0,0,5,2
"red",13,39,79,153,6,69,92,227,7,32,54,236,11,4,5,10,12,29,0,6,6,11,7,9,15,27,0,8,5,8
"blue",10,12,36,0,6,7,16,3,8,11,32,3,6,3,7,16,32,44,136,30,36,65,204,11,30,50,172,3,17,2
"red",16,23,43,132,8,19,23,209,13,53,63,268,11,8,9,9,25,44,1,7,44,48,65,2,40,45,2,2,2,1
"blue",21,28,69,8,10,19,46,96,10,22,37,107,15,6,8,21,25,64,90,22,27,62,4,18,32,54,121,13,18,15
"red",12,12,29,65,10,15,38,59,7,25,38,195,6,6,2,13,16,23,0,12,19,40,34,5,18,26,26,6,8,4
"red",23,30,46,9,13,27,45,95,28,29,58,24,6,6,11,11,27,46,201,9,21,33,135,22,31,56,117,0,4,16
"red",10,19,31,70,17,31,45,70,24,28,41,38,8,3,11,14,34,49,139,10,23,35,88,11,14,30,59,6,3,6
"red",10,10,26,0,31,46,83,89,24,26,60,77,5,24,22,5,8,26,37,13,18,39,19,8,9,49,0,2,9,5
"blue",17,24,27,166,4,13,21,19,2,7,11,62,17,3,1,1,7,19,78,14,26,53,125,13,17,36,190,0,7,10
"blue",6,17,29,0,8,15,23,34,14,28,34,48,3,6,11,20,26,41,208,19,39,61,192,13,25,39,158,10,5,8
"blue",2,2,27,0,10,10,50,0,9,15,56,32,1,2,6,17,17,40,4,14,14,50,0,14,16,44,11,13,9,9
"red",27,34,71,103,59,63,105,23,44,56,87,106,18,39,31,27,41,75,1,52,61,105,0,28,109,142,70,12,33,16
"blue",20,28,54,0,15,21,44,6,19,21,50,6,13,11,12,27,31,68,7,31,50,68,136,33,37,80,66,14,17,19
"red",7,31,45,15,10,21,34,56,10,30,45,282,4,7,9,8,30,37,209,4,14,22,181,6,31,36,0,2,1,1
"blue",6,10,21,27,6,12,28,41,9,13,38,0,3,3,3,16,30,38,164,5,16,20,134,10,17,23,107,5,4,5
"blue",10,21,43,0,5,10,19,0,5,9,14,13,6,3,2,8,14,42,140,18,31,50,238,10,27,43,209,4,10,10
"red",38,40,72,0,37,38,86,0,41,42,82,4,18,12,15,32,33,115,8,28,28,106,7,30,30,115,32,15,20,20
"red",26,42,55,10,30,37,45,23,13,26,32,164,15,21,9,13,18,45,119,13,28,56,157,6,38,54,59,2,2,3
"red",17,28,37,100,16,20,32,35,13,14,33,57,9,8,8,6,6,16,0,7,7,39,0,8,13,44,44,0,3,7
"red",15,49,51,161,10,17,26,96,21,41,67,66,2,3,9,2,7,9,124,5,8,12,169,5,6,16,67,1,4,4
"red",13,35,56,127,12,17,47,37,2,28,45,131,12,11,2,5,11,33,8,12,12,44,35,2,9,24,50,4,11,2
"red",17,57,71,178,9,34,46,119,7,36,45,137,14,6,2,18,27,34,22,19,21,41,4,13,19,28,0,7,10,3
"red",21,22,57,0,21,21,54,6,29,29,64,8,8,6,16,13,13,39,0,16,17,35,33,16,16,43,32,9,12,9
"red",71,81,147,19,71,79,143,28,60,72,113,112,30,42,34,31,43,103,64,29,32,103,47,19,25,59,17,20,20,10
"red",14,24,40,177,11,14,42,25,28,36,53,283,9,9,25,2,3,10,33,4,9,25,111,1,7,10,0,1,1,1
"red",30,44,80,151,20,28,62,95,20,36,67,128,21,14,10,23,64,107,35,15,39,89,16,19,41,74,17,16,12,15
"red",11,29,43,155,22,55,59,275,15,47,59,210,5,9,10,3,6,22,2,0,25,27,0,1,13,23,0,2,0,1
"red",10,20,39,222,39,71,96,170,22,62,77,231,4,31,15,4,7,19,11,6,15,33,42,2,5,13,25,1,2,0
"red",16,16,41,0,11,44,52,49,20,33,51,139,5,4,13,6,17,44,137,5,18,28,192,4,15,34,80,5,4,3
"red",15,20,25,197,14,23,30,240,18,49,58,101,4,4,10,4,6,14,66,11,26,31,4,4,4,23,96,3,11,4
"blue",15,26,33,23,14,37,45,84,6,10,14,0,6,7,4,27,32,47,161,20,33,45,116,17,32,43,232,9,7,11
"red",6,61,74,251,11,30,40,245,17,33,37,291,5,3,9,1,5,9,0,7,18,22,5,2,18,19,0,0,4,1
"blue",21,21,44,49,22,27,41,75,15,21,27,57,11,17,5,17,20,56,38,9,37,58,154,10,40,49,194,5,9,6
"blue",11,17,33,0,7,22,41,0,8,11,24,6,3,5,6,13,20,51,97,13,32,65,183,11,40,72,231,7,9,5
"red",1,8,12,0,59,64,107,11,72,78,118,10,1,41,58,15,28,36,285,14,14,44,49,4,4,28,12,2,9,2
"red",11,32,44,204,15,17,31,9,9,17,31,87,7,12,7,1,14,19,5,9,10,38,57,16,16,49,18,0,6,10
"blue",9,19,28,40,18,30,44,102,9,27,42,39,0,7,4,20,52,62,206,9,18,34,71,15,28,39,75,15,2,4
"blue",9,12,35,49,6,6,29,0,10,19,41,0,3,3,4,19,25,45,32,19,20,45,67,8,9,39,88,13,17,5
"blue",1,29,51,0,1,15,39,0,2,14,38,0,1,0,1,18,38,54,148,4,12,21,148,5,17,23,152,17,2,1
"red",19,20,37,51,28,28,63,0,12,14,42,38,16,20,9,9,9,42,0,22,22,84,11,14,20,44,129,4,15,7
"blue",9,9,15,5,33,33,70,20,40,45,87,55,2,21,28,3,16,25,253,30,35,78,85,33,39,82,42,1,22,24
"blue",11,13,52,4,26,27,62,19,21,22,50,0,6,22,14,15,15,49,84,33,37,62,93,13,14,31,96,12,29,12
"blue",3,7,28,171,4,6,25,43,7,7,26,59,3,3,5,0,8,28,9,22,26,53,49,25,29,52,105,0,12,17
"blue",2,9,26,0,2,15,34,0,0,4,10,0,2,1,0,21,27,43,128,6,10,29,187,34,41,55,280,12,5,33
"blue",8,13,23,1,6,11,16,22,10,16,21,47,2,3,2,15,26,42,124,9,20,30,159,2,8,12,182,6,7,1
"red",18,18,44,14,16,17,51,0,14,16,58,60,4,3,9,10,10,38,0,6,6,37,0,6,6,28,0,6,4,5
"red",14,27,49,163,20,28,62,159,15,33,75,140,6,11,10,8,8,24,0,13,19,46,0,26,27,52,0,7,11,23
"blue",9,12,23,0,28,38,56,38,4,11,17,30,6,16,4,15,38,49,114,17,19,40,19,4,57,69,185,6,13,4
"red",3,47,57,204,2,58,72,210,7,33,75,118,0,1,6,0,9,10,43,9,14,19,46,9,47,73,120,0,2,7
"blue",16,22,44,89,6,22,48,136,9,56,80,207,7,5,2,5,7,20,72,2,7,9,110,3,23,31,27,1,1,2
"red",5,16,25,189,9,16,33,128,15,20,59,21,0,4,8,4,21,29,40,11,23,38,57,12,13,50,1,4,4,6
"blue",11,11,23,24,14,104,124,280,6,16,27,159,9,14,5,60,78,125,199,6,11,15,0,11,20,33,95,48,6,9
"blue",6,6,76,0,12,12,69,7,6,6,45,6,4,3,4,58,58,113,0,35,37,87,0,49,50,114,1,28,19,25
"blue",2,7,13,0,6,7,21,45,4,19,26,5,0,3,3,21,54,65,240,15,45,68,153,13,42,56,227,9,7,6
"red",6,8,24,0,40,40,108,3,29,29,83,4,5,33,24,27,52,64,231,13,13,36,0,11,16,52,70,20,7,10
"red",16,36,56,58,6,44,54,234,31,32,65,0,5,5,15,13,27,49,69,7,15,17,0,27,27,69,0,12,4,23
"red",40,40,78,0,23,37,62,116,37,39,85,8,29,16,28,13,13,43,0,9,15,32,0,11,13,34,0,3,1,2
"blue",8,17,35,34,8,13,28,156,2,5,10,1,4,3,2,19,48,70,161,16,27,40,56,11,57,67,258,9,7,7
"red",9,15,27,146,11,17,34,105,14,28,32,76,4,8,8,9,12,22,0,3,9,26,0,7,33,56,90,3,2,2
"red",6,17,30,85,8,41,48,142,14,36,55,44,5,3,5,7,7,23,10,6,6,13,16,13,14,48,20,1,1,11
