"winner","win_method","red_kd_tot","blue_kd_tot","red_sig_str_tot","red_sig_str_attempt_tot","blue_sig_str_tot","blue_sig_str_attempt_tot","red_tot_str_tot","red_tot_str_attempt_tot","blue_tot_str_tot","blue_tot_str_attempt_tot","red_td_tot","red_td_attempt_tot","blue_td_tot","blue_td_attempt_tot","red_sub_attempt_tot","blue_sub_attempt_tot","red_ctrl_time_tot","blue_ctrl_time_tot","red_kd_rnd_1","blue_kd_rnd_1","red_sig_str_rnd_1","red_sig_str_attempt_rnd_1","blue_sig_str_rnd_1","blue_sig_str_attempt_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","red_td_rnd_1","red_td_attempt_rnd_1","blue_td_rnd_1","blue_td_attempt_rnd_1","red_sub_attempt_rnd_1","blue_sub_attempt_rnd_1","red_ctrl_time_rnd_1","blue_ctrl_time_rnd_1","red_kd_rnd_2","blue_kd_rnd_2","red_sig_str_rnd_2","red_sig_str_attempt_rnd_2","blue_sig_str_rnd_2","blue_sig_str_attempt_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","red_td_rnd_2","red_td_attempt_rnd_2","blue_td_rnd_2","blue_td_attempt_rnd_2","red_sub_attempt_rnd_2","blue_sub_attempt_rnd_2","red_ctrl_time_rnd_2","blue_ctrl_time_rnd_2","red_kd_rnd_3","blue_kd_rnd_3","red_sig_str_rnd_3","red_sig_str_attempt_rnd_3","blue_sig_str_rnd_3","blue_sig_str_attempt_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","red_td_rnd_3","red_td_attempt_rnd_3","blue_td_rnd_3","blue_td_attempt_rnd_3","red_sub_attempt_rnd_3","blue_sub_attempt_rnd_3","red_ctrl_time_rnd_3","blue_ctrl_time_rnd_3","red_sig_str_head_tot","red_sig_str_head_attempt_tot","blue_sig_str_head_tot","blue_sig_str_head_attempt_tot","red_sig_str_body_tot","red_sig_str_body_attempt_tot","blue_sig_str_body_tot","blue_sig_str_body_attempt_tot","red_sig_str_leg_tot","red_sig_str_leg_attempt_tot","blue_sig_str_leg_tot","blue_sig_str_leg_attempt_tot","red_sig_str_dist_tot","red_sig_str_dist_attempt_tot","blue_sig_str_dist_tot","blue_sig_str_dist_attempt_tot","red_sig_str_clinch_tot","red_sig_str_clinch_attempt_tot","blue_sig_str_clinch_tot","blue_sig_str_clinch_attempt_tot","red_sig_str_gnd_tot","red_sig_str_gnd_attempt_tot","blue_sig_str_gnd_tot","blue_sig_str_gnd_attempt_tot","red_sig_str_head_rnd_1","red_sig_str_head_attempt_rnd_1","blue_sig_str_head_rnd_1","blue_sig_str_head_attempt_rnd_1","red_sig_str_body_rnd_1","red_sig_str_body_attempt_rnd_1","blue_sig_str_body_rnd_1","blue_sig_str_body_attempt_rnd_1","red_sig_str_leg_rnd_1","red_sig_str_leg_attempt_rnd_1","blue_sig_str_leg_rnd_1","blue_sig_str_leg_attempt_rnd_1","red_sig_str_dist_rnd_1","red_sig_str_dist_attempt_rnd_1","blue_sig_str_dist_rnd_1","blue_sig_str_dist_attempt_rnd_1","red_sig_str_clinch_rnd_1","red_sig_str_clinch_attempt_rnd_1","blue_sig_str_clinch_rnd_1","blue_sig_str_clinch_attempt_rnd_1","red_sig_str_gnd_rnd_1","red_sig_str_gnd_attempt_rnd_1","blue_sig_str_gnd_rnd_1","blue_sig_str_gnd_attempt_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_attempt_rnd_2","blue_sig_str_head_rnd_2","blue_sig_str_head_attempt_rnd_2","red_sig_str_body_rnd_2","red_sig_str_body_attempt_rnd_2","blue_sig_str_body_rnd_2","blue_sig_str_body_attempt_rnd_2","red_sig_str_leg_rnd_2","red_sig_str_leg_attempt_rnd_2","blue_sig_str_leg_rnd_2","blue_sig_str_leg_attempt_rnd_2","red_sig_str_dist_rnd_2","red_sig_str_dist_attempt_rnd_2","blue_sig_str_dist_rnd_2","blue_sig_str_dist_attempt_rnd_2","red_sig_str_clinch_rnd_2","red_sig_str_clinch_attempt_rnd_2","blue_sig_str_clinch_rnd_2","blue_sig_str_clinch_attempt_rnd_2","red_sig_str_gnd_rnd_2","red_sig_str_gnd_attempt_rnd_2","blue_sig_str_gnd_rnd_2","blue_sig_str_gnd_attempt_rnd_2","red_sig_str_head_rnd_3","red_sig_str_head_attempt_rnd_3","blue_sig_str_head_rnd_3","blue_sig_str_head_attempt_rnd_3","red_sig_str_body_rnd_3","red_sig_str_body_attempt_rnd_3","blue_sig_str_body_rnd_3","blue_sig_str_body_attempt_rnd_3","red_sig_str_leg_rnd_3","red_sig_str_leg_attempt_rnd_3","blue_sig_str_leg_rnd_3","blue_sig_str_leg_attempt_rnd_3","red_sig_str_dist_rnd_3","red_sig_str_dist_attempt_rnd_3","blue_sig_str_dist_rnd_3","blue_sig_str_dist_attempt_rnd_3","red_sig_str_clinch_rnd_3","red_sig_str_clinch_attempt_rnd_3","blue_sig_str_clinch_rnd_3","blue_sig_str_clinch_attempt_rnd_3","red_sig_str_gnd_rnd_3","red_sig_str_gnd_attempt_rnd_3","blue_sig_str_gnd_rnd_3","blue_sig_str_gnd_attempt_rnd_3"
"blue","Decision - Unanimous",0,1,39,82,71,169,48,92,87,188,0,3,3,3,0,2,18,329,0,1,14,29,40,81,14,29,52,96,0,0,1,1,0,0,0,151,0,0,9,15,13,30,16,23,16,33,0,2,1,1,0,2,18,147,0,0,16,38,18,58,18,40,19,59,0,1,1,1,0,0,0,31,11,37,61,156,14,27,6,8,14,18,4,5,34,70,32,100,5,12,17,30,0,0,22,39,4,15,35,75,5,8,5,5,5,6,0,1,11,19,6,21,3,10,16,29,0,0,18,31,2,4,10,26,4,7,1,2,3,4,2,2,7,13,8,21,2,2,1,1,0,0,4,8,5,18,16,55,5,12,0,1,6,8,2,2,16,38,18,58,0,0,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,41,86,20,66,64,111,20,67,1,3,0,0,0,0,238,20,0,0,18,28,4,9,34,46,4,10,0,1,0,0,0,0,188,20,0,0,10,28,7,28,15,33,7,28,0,0,0,0,0,0,34,0,0,0,13,30,9,29,15,32,9,29,1,2,0,0,0,0,16,0,26,60,11,55,5,14,9,11,10,12,0,0,25,67,17,63,1,1,2,2,15,18,1,1,16,25,2,7,1,2,2,2,1,1,0,0,5,12,3,8,0,0,0,0,13,16,1,1,5,20,4,24,2,5,3,4,3,3,0,0,7,25,6,27,1,1,1,1,2,2,0,0,5,15,5,24,2,7,4,5,6,8,0,0,13,30,8,28,0,0,1,1,0,0,0,0
"red","Decision - Unanimous",0,0,27,45,28,57,53,72,50,79,7,10,0,0,0,1,537,208,0,0,14,24,7,24,21,32,12,29,3,3,0,0,0,0,212,5,0,0,10,16,8,15,26,32,11,18,3,4,0,0,0,0,222,30,0,0,3,5,13,18,6,8,27,32,1,3,0,0,0,1,103,173,22,35,13,35,3,6,12,18,2,4,3,4,12,22,16,40,7,13,3,4,8,10,9,13,10,17,4,18,3,5,0,2,1,2,3,4,6,11,7,23,4,7,0,1,4,6,0,0,10,15,7,14,0,1,1,1,0,0,0,0,4,7,7,14,3,6,1,1,3,3,0,0,2,3,2,3,0,0,11,15,1,2,0,0,2,4,2,3,0,0,2,2,1,1,9,13
"blue","Decision - Unanimous",1,0,13,26,15,22,34,51,47,57,1,2,3,8,3,3,385,402,0,0,0,5,3,4,5,10,9,10,1,2,0,1,0,1,146,109,0,0,9,13,2,2,17,25,15,17,0,0,2,6,1,2,97,183,1,0,4,8,10,16,12,16,23,30,0,0,1,1,2,0,142,110,10,21,10,16,3,5,5,5,0,0,0,1,3,13,5,11,6,9,4,5,4,4,6,6,0,5,3,4,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,1,1,6,10,2,2,3,3,0,0,0,0,0,0,2,3,0,0,6,9,0,0,1,1,2,2,4,6,5,10,0,2,5,5,0,0,0,1,1,5,3,8,0,0,4,5,3,3,3,3
"blue","Decision - Unanimous",0,0,25,59,51,76,29,63,149,180,0,1,1,3,1,0,5,716,0,0,20,39,15,27,20,39,36,51,0,1,0,2,1,0,5,193,0,0,4,14,18,25,6,16,55,64,0,0,0,0,0,0,0,250,0,0,1,6,18,24,3,8,58,65,0,0,1,1,0,0,0,273,10,43,41,66,13,14,9,9,2,2,1,1,13,46,15,33,12,13,9,11,0,0,27,32,8,27,11,23,11,11,3,3,1,1,1,1,11,29,9,18,9,10,3,4,0,0,3,5,1,11,15,22,2,2,3,3,1,1,0,0,1,11,4,8,3,3,5,6,0,0,9,11,1,5,15,21,0,1,3,3,0,0,0,0,1,6,2,7,0,0,1,1,0,0,15,16
"red","Decision - Unanimous",0,0,54,96,13,53,103,145,32,72,2,2,5,5,3,0,363,325,0,0,38,67,9,44,45,74,9,44,1,1,2,2,0,0,53,77,0,0,12,18,1,5,38,44,2,6,1,1,1,1,3,0,226,52,0,0,4,11,3,4,20,27,21,22,0,0,2,2,0,0,84,196,29,65,12,51,18,22,1,1,7,9,0,1,21,51,10,49,10,10,1,2,23,35,2,2,21,47,8,42,11,13,1,1,6,7,0,1,20,44,9,43,8,8,0,1,10,15,0,0,5,10,1,5,6,6,0,0,1,2,0,0,1,5,1,5,2,2,0,0,9,11,0,0,3,8,3,4,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,1,4,9,2,2
"blue","Decision - Unanimous",0,0,19,94,24,102,45,124,55,136,0,0,5,5,0,0,9,362,0,0,6,28,8,36,9,31,16,45,0,0,2,2,0,0,3,116,0,0,8,36,10,34,21,51,18,42,0,0,2,2,0,0,0,106,0,0,5,30,6,32,15,42,21,49,0,0,1,1,0,0,6,140,14,85,22,97,4,7,2,5,1,2,0,0,18,91,17,90,1,3,2,2,0,0,5,10,4,24,6,32,1,3,2,4,1,1,0,0,6,28,5,31,0,0,2,2,0,0,1,3,5,31,10,33,3,4,0,1,0,1,0,0,7,33,10,34,1,3,0,0,0,0,0,0,5,30,6,32,0,0,0,0,0,0,0,0,5,30,2,25,0,0,0,0,0,0,4,7
"blue","Decision - Split",0,0,45,87,48,88,62,104,78,119,0,2,0,1,1,0,45,95,0,0,17,33,14,22,26,42,21,29,0,0,0,0,0,0,1,64,0,0,15,26,16,32,21,32,27,44,0,0,0,0,0,0,12,9,0,0,13,28,18,34,15,30,30,46,0,2,0,1,1,0,32,22,11,44,35,71,20,26,5,8,14,17,8,9,24,62,31,60,21,25,16,27,0,0,1,1,4,15,8,16,7,11,2,2,6,7,4,4,9,22,10,16,8,11,4,6,0,0,0,0,4,14,14,27,7,8,1,3,4,4,1,2,8,19,9,19,7,7,7,13,0,0,0,0,3,15,13,28,6,7,2,3,4,6,3,3,7,21,12,25,6,7,5,8,0,0,1,1
"red","Decision - Unanimous",1,0,64,158,35,106,68,162,38,109,3,6,0,0,0,0,53,0,0,0,13,44,9,27,16,47,11,29,2,2,0,0,0,0,24,0,1,0,24,56,14,36,24,56,14,36,0,2,0,0,0,0,5,0,0,0,27,58,12,43,28,59,13,44,1,2,0,0,0,0,24,0,57,147,22,77,4,5,11,22,3,6,2,7,55,142,33,100,3,4,2,6,6,12,0,0,11,40,7,20,1,1,2,4,1,3,0,3,9,38,8,24,0,0,1,3,4,6,0,0,21,51,8,24,2,3,4,9,1,2,2,3,21,49,14,36,1,1,0,0,2,6,0,0,25,56,7,33,1,1,5,9,1,1,0,1,25,55,11,40,2,3,1,3,0,0,0,0
"blue","Decision - Unanimous",1,0,21,43,23,45,92,121,36,58,0,0,6,10,3,5,34,724,1,0,13,19,11,22,20,26,13,24,0,0,0,0,1,2,13,223,0,0,1,6,4,10,39,49,13,19,0,0,1,3,1,1,18,258,0,0,7,18,8,13,33,46,10,15,0,0,5,7,1,2,3,243,19,41,12,33,1,1,11,12,1,1,0,0,8,27,9,26,6,8,8,9,7,8,6,10,12,18,7,18,1,1,4,4,0,0,0,0,3,7,3,12,3,4,3,4,7,8,5,6,1,6,1,6,0,0,3,4,0,0,0,0,1,6,3,6,0,0,1,1,0,0,0,3,6,17,4,9,0,0,4,4,1,1,0,0,4,14,3,8,3,4,4,4,0,0,1,1
"blue","Decision - Unanimous",0,0,26,76,15,98,66,116,70,158,0,0,5,7,1,0,72,427,0,0,21,60,8,68,21,60,8,68,0,0,0,1,0,0,0,5,0,0,4,12,5,24,30,38,27,48,0,0,2,2,0,0,58,170,0,0,1,4,2,6,15,18,35,42,0,0,3,4,1,0,14,252,6,47,13,91,2,10,2,6,18,19,0,1,26,74,13,96,0,0,2,2,0,2,0,0,3,34,7,63,2,9,1,4,16,17,0,1,21,60,8,68,0,0,0,0,0,0,0,0,2,9,4,22,0,1,1,2,2,2,0,0,4,12,3,22,0,0,2,2,0,0,0,0,1,4,2,6,0,0,0,0,0,0,0,0,1,2,2,6,0,0,0,0,0,2,0,0
"red","Decision - Split",0,0,17,33,37,65,30,49,66,96,3,10,2,8,1,0,202,346,0,0,12,25,16,28,15,28,19,31,1,1,0,1,0,0,48,28,0,0,2,4,8,17,7,12,25,35,2,3,1,2,1,0,73,177,0,0,3,4,13,20,8,9,22,30,0,6,1,5,0,0,81,141,4,20,16,40,7,7,9,12,6,6,12,13,17,33,24,46,0,0,6,9,0,0,7,10,3,16,3,14,4,4,2,3,5,5,11,11,12,25,15,26,0,0,1,2,0,0,0,0,1,3,6,13,1,1,1,2,0,0,1,2,2,4,4,11,0,0,0,0,0,0,4,6,0,1,7,13,2,2,6,7,1,1,0,0,3,4,5,9,0,0,5,7,0,0,3,4
"red","Decision - Unanimous",0,0,11,33,23,39,33,60,34,50,5,16,0,2,2,0,623,150,0,0,2,5,8,11,5,8,12,15,1,5,0,0,0,0,235,51,0,0,3,14,10,16,5,18,15,21,1,2,0,2,1,0,135,88,0,0,6,14,5,12,23,34,7,14,3,9,0,0,1,0,253,11,7,25,16,30,0,2,3,4,4,6,4,5,5,21,4,18,4,8,8,8,2,4,11,13,0,2,6,9,0,0,0,0,2,3,2,2,0,1,1,3,2,4,4,4,0,0,3,4,3,12,6,10,0,1,2,3,0,1,2,3,2,11,2,7,1,2,2,2,0,1,6,7,4,11,4,11,0,1,1,1,2,2,0,0,3,9,1,8,1,2,2,2,2,3,2,2
"red","Decision - Unanimous",0,0,28,48,21,56,55,76,53,93,3,8,2,6,0,0,225,280,0,0,7,12,5,12,8,13,16,27,2,4,2,3,0,0,37,121,0,0,8,13,6,16,23,29,18,28,1,3,0,2,0,0,138,57,0,0,13,23,10,28,24,34,19,38,0,1,0,1,0,0,50,102,15,29,10,40,8,12,6,10,5,7,5,6,22,41,8,35,6,7,8,13,0,0,5,8,2,6,1,5,4,4,2,4,1,2,2,3,7,12,2,9,0,0,2,2,0,0,1,1,4,7,4,12,3,5,0,2,1,1,2,2,4,9,1,10,4,4,3,3,0,0,2,3,9,16,5,23,1,3,4,4,3,4,1,1,11,20,5,16,2,3,3,8,0,0,2,4
"blue","Decision - Unanimous",0,1,59,184,52,146,62,188,85,179,0,0,5,10,0,0,7,318,0,1,22,70,28,56,25,74,42,70,0,0,1,4,0,0,7,72,0,0,16,43,12,33,16,43,30,51,0,0,3,4,0,0,0,165,0,0,21,71,12,57,21,71,13,58,0,0,1,2,0,0,0,81,35,149,48,139,24,35,4,7,0,0,0,0,45,159,32,118,14,25,17,25,0,0,3,3,18,62,25,53,4,8,3,3,0,0,0,0,14,54,12,35,8,16,13,18,0,0,3,3,7,30,11,31,9,13,1,2,0,0,0,0,14,38,10,30,2,5,2,3,0,0,0,0,10,57,12,55,11,14,0,2,0,0,0,0,17,67,10,53,4,4,2,4,0,0,0,0
"blue","Decision - Unanimous",0,0,22,60,22,39,90,137,47,68,0,0,4,14,1,0,0,509,0,0,13,33,7,15,24,46,12,22,0,0,1,6,0,0,0,96,0,0,5,16,6,10,27,42,19,25,0,0,1,2,0,0,0,202,0,0,4,11,9,14,39,49,16,21,0,0,2,6,1,0,0,211,10,45,15,31,4,5,6,7,8,10,1,1,20,58,17,34,2,2,0,0,0,0,5,5,7,27,4,11,3,3,3,4,3,3,0,0,11,31,7,15,2,2,0,0,0,0,0,0,1,11,3,7,1,1,2,2,3,4,1,1,5,16,5,9,0,0,0,0,0,0,1,1,2,7,8,13,0,1,1,1,2,3,0,0,4,11,5,10,0,0,0,0,0,0,4,4
"red","Decision - Unanimous",0,0,54,126,26,86,64,137,37,97,1,3,0,1,0,0,56,50,0,0,11,25,5,20,19,34,11,26,1,2,0,1,0,0,56,43,0,0,15,42,10,33,17,44,15,38,0,1,0,0,0,0,0,7,0,0,28,59,11,33,28,59,11,33,0,0,0,0,0,0,0,0,37,104,17,67,8,11,5,12,9,11,4,7,51,118,25,83,3,8,1,3,0,0,0,0,7,19,3,15,2,3,0,3,2,3,2,2,9,22,5,20,2,3,0,0,0,0,0,0,8,33,8,27,3,4,1,4,4,5,1,2,14,38,9,31,1,4,1,2,0,0,0,0,22,52,6,25,3,4,4,5,3,3,1,3,28,58,11,32,0,1,0,1,0,0,0,0
"blue","Decision - Majority",0,0,11,31,62,100,23,46,105,148,4,5,1,3,1,1,340,252,0,0,1,3,0,1,8,12,13,14,0,0,1,1,1,0,165,90,0,0,6,16,49,72,7,18,71,99,1,2,0,1,0,1,26,117,0,0,4,12,13,27,8,16,21,35,3,3,0,1,0,0,149,45,5,19,49,82,5,11,9,13,1,1,4,5,8,26,19,40,3,5,25,34,0,0,18,26,0,1,0,0,1,2,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,2,7,38,59,3,8,8,9,1,1,3,4,4,12,12,20,2,4,23,32,0,0,14,20,3,11,11,23,1,1,1,3,0,0,1,1,3,11,7,19,1,1,2,2,0,0,4,6
"blue","Decision - Split",0,0,37,129,31,64,93,187,43,79,0,1,3,11,0,0,0,227,0,0,15,53,8,17,15,53,8,17,0,0,0,0,0,0,0,0,0,0,6,31,9,17,26,51,18,27,0,1,1,3,0,0,0,91,0,0,16,45,14,30,52,83,17,35,0,0,2,8,0,0,0,136,33,119,16,47,4,10,8,10,0,0,7,7,36,123,29,61,1,6,2,3,0,0,0,0,13,47,0,8,2,6,5,6,0,0,3,3,15,53,8,17,0,0,0,0,0,0,0,0,5,28,6,14,1,3,1,1,0,0,2,2,5,29,8,16,1,2,1,1,0,0,0,0,15,44,10,25,1,1,2,3,0,0,2,2,16,41,13,28,0,4,1,2,0,0,0,0
"red","Decision - Split",0,0,56,100,39,79,97,149,67,117,1,1,5,14,2,0,36,528,0,0,10,19,9,16,13,23,19,30,0,0,2,3,1,0,2,252,0,0,35,62,15,36,39,66,15,36,1,1,1,9,0,0,28,30,0,0,11,19,15,27,45,60,33,51,0,0,2,2,1,0,6,246,33,74,30,67,10,12,3,5,13,14,6,7,39,79,23,51,4,4,0,1,13,17,16,27,7,16,7,13,0,0,0,0,3,3,2,3,7,14,2,5,0,0,0,0,3,5,7,11,19,43,10,29,8,10,3,5,8,9,2,2,27,54,15,35,4,4,0,1,4,4,0,0,7,15,13,25,2,2,0,0,2,2,2,2,5,11,6,11,0,0,0,0,6,8,9,16
"red","Decision - Unanimous",0,0,32,80,27,68,86,144,66,110,2,12,0,0,0,0,544,25,0,0,13,25,5,22,34,52,20,38,1,2,0,0,0,0,183,17,0,0,5,17,5,13,33,49,17,27,1,4,0,0,0,0,222,8,0,0,14,38,17,33,19,43,29,45,0,6,0,0,0,0,139,0,14,56,16,50,10,15,8,15,8,9,3,3,22,63,16,52,9,13,11,15,1,4,0,1,5,15,2,17,4,6,3,5,4,4,0,0,9,18,2,18,3,3,3,3,1,4,0,1,3,13,5,10,1,3,0,3,1,1,0,0,4,15,4,11,1,2,1,2,0,0,0,0,6,28,9,23,5,6,5,7,3,4,3,3,9,30,10,23,5,8,7,10,0,0,0,0
"red","Decision - Unanimous",0,0,62,143,48,144,133,219,59,157,1,15,0,1,0,0,305,31,0,0,15,29,16,39,38,53,20,45,0,7,0,1,0,0,141,0,0,0,24,63,17,61,47,86,18,62,0,4,0,0,0,0,87,0,0,0,23,51,15,44,48,80,21,50,1,4,0,0,0,0,77,31,39,112,39,133,21,29,9,11,2,2,0,0,47,115,38,126,15,26,9,17,0,2,1,1,9,20,12,34,6,9,4,5,0,0,0,0,9,19,10,28,6,10,6,11,0,0,0,0,16,53,15,58,7,9,2,3,1,1,0,0,22,55,15,56,2,8,2,5,0,0,0,0,14,39,12,41,8,11,3,3,1,1,0,0,16,41,13,42,7,8,1,1,0,2,1,1
"blue","Decision - Unanimous",0,0,34,74,40,109,49,90,64,143,0,2,4,7,0,0,77,331,0,0,16,35,26,59,22,41,31,65,0,0,1,1,0,0,14,63,0,0,7,10,4,20,11,15,16,39,0,1,2,2,0,0,36,170,0,0,11,29,10,30,16,34,17,39,0,1,1,4,0,0,27,98,9,39,24,87,5,12,9,14,20,23,7,8,29,67,31,96,3,5,7,11,2,2,2,2,2,15,14,46,2,5,7,8,12,15,5,5,16,34,20,52,0,1,6,7,0,0,0,0,2,5,1,13,3,3,1,4,2,2,2,3,6,9,4,19,0,0,0,1,1,1,0,0,5,19,9,28,0,4,1,2,6,6,0,0,7,24,7,25,3,4,1,3,1,1,2,2
"blue","Decision - Unanimous",0,0,21,55,17,41,28,62,45,75,0,0,4,17,0,0,0,382,0,0,8,19,9,21,8,19,13,25,0,0,0,4,0,0,0,38,0,0,4,6,5,6,7,9,19,25,0,0,4,7,0,0,0,272,0,0,9,30,3,14,13,34,13,25,0,0,0,6,0,0,0,72,8,33,1,17,7,15,0,4,6,7,16,20,14,42,15,35,7,13,2,6,0,0,0,0,2,9,0,8,3,7,0,3,3,3,9,10,7,17,9,21,1,2,0,0,0,0,0,0,2,4,1,1,2,2,0,0,0,0,4,5,3,5,3,3,1,1,2,3,0,0,0,0,4,20,0,8,2,6,0,1,3,4,3,5,4,20,3,11,5,10,0,3,0,0,0,0
"red","Decision - Unanimous",0,0,60,106,34,158,97,144,54,184,0,0,6,11,1,0,57,287,0,0,19,36,15,50,24,41,20,56,0,0,1,3,1,0,11,141,0,0,26,46,13,62,36,56,16,65,0,0,3,3,0,0,0,43,0,0,15,24,6,46,37,47,18,63,0,0,2,5,0,0,46,103,13,48,17,136,30,37,5,8,17,21,12,14,55,99,30,151,1,2,3,4,4,5,1,3,5,18,5,37,10,13,3,4,4,5,7,9,17,34,12,45,0,0,3,3,2,2,0,2,4,18,7,55,15,19,2,3,7,9,4,4,23,42,12,61,1,2,0,0,2,2,1,1,4,12,5,44,5,5,0,1,6,7,1,1,15,23,6,45,0,0,0,1,0,1,0,0
"red","Decision - Unanimous",0,0,32,57,28,84,55,80,41,98,4,7,0,4,0,0,388,171,0,0,18,28,9,31,21,31,15,37,2,2,0,2,0,0,99,56,0,0,4,11,5,17,10,17,11,24,0,3,0,1,0,0,132,101,0,0,10,18,14,36,24,32,15,37,2,2,0,1,0,0,157,14,15,36,17,70,9,12,10,13,8,9,1,1,23,44,19,68,7,11,9,16,2,2,0,0,8,16,7,29,5,7,2,2,5,5,0,0,15,22,6,26,3,6,3,5,0,0,0,0,3,10,3,13,0,0,1,3,1,1,1,1,1,7,5,16,3,4,0,1,0,0,0,0,4,10,7,28,4,5,7,8,2,3,0,0,7,15,8,26,1,1,6,10,2,2,0,0
"blue","Decision - Split",0,0,47,151,67,211,69,174,84,232,3,7,0,0,0,0,186,14,0,0,17,51,26,75,18,53,28,79,0,1,0,0,0,0,18,14,0,0,9,37,19,64,29,57,21,68,1,2,0,0,0,0,90,0,0,0,21,63,22,72,22,64,35,85,2,4,0,0,0,0,78,0,38,136,36,159,5,7,18,31,4,8,13,21,38,133,61,192,9,18,6,19,0,0,0,0,15,44,12,54,1,3,8,12,1,4,6,9,11,36,21,61,6,15,5,14,0,0,0,0,5,33,10,50,3,3,5,8,1,1,4,6,7,35,18,59,2,2,1,5,0,0,0,0,18,59,14,55,1,1,5,11,2,3,3,6,20,62,22,72,1,1,0,0,0,0,0,0
"red","Decision - Unanimous",0,0,46,96,35,61,67,117,46,74,0,14,0,0,0,0,397,24,0,0,10,21,13,19,16,27,23,30,0,6,0,0,0,0,177,0,0,0,22,43,12,26,26,47,12,26,0,4,0,0,0,0,102,9,0,0,14,32,10,16,25,43,11,18,0,4,0,0,0,0,118,15,10,53,14,37,6,8,10,12,30,35,11,12,12,55,24,48,34,41,11,13,0,0,0,0,2,12,4,9,0,1,6,7,8,8,3,3,2,12,6,11,8,9,7,8,0,0,0,0,7,25,9,22,3,3,2,3,12,15,1,1,7,25,11,24,15,18,1,2,0,0,0,0,1,16,1,6,3,4,2,2,10,12,7,8,3,18,7,13,11,14,3,3,0,0,0,0
"red","Decision - Unanimous",0,0,66,191,25,83,70,196,31,89,0,0,4,12,0,0,46,376,0,0,19,61,6,25,20,62,6,25,0,0,2,4,0,0,0,138,0,0,38,108,14,43,39,109,14,43,0,0,0,6,0,0,29,4,0,0,9,22,5,15,11,25,11,21,0,0,2,2,0,0,17,234,32,148,23,77,18,26,2,6,16,17,0,0,55,173,17,70,7,14,7,10,4,4,1,3,6,47,6,23,6,6,0,2,7,8,0,0,11,50,5,24,4,7,1,1,4,4,0,0,20,84,12,39,9,15,2,4,9,9,0,0,36,102,9,35,2,6,5,8,0,0,0,0,6,17,5,15,3,5,0,0,0,0,0,0,8,21,3,11,1,1,1,1,0,0,1,3
"red","Decision - Unanimous",1,0,21,54,28,66,36,71,45,87,4,5,0,9,0,0,91,293,0,0,8,32,8,31,10,34,8,31,1,1,0,3,0,0,17,17,1,0,9,12,7,11,14,19,15,21,2,2,0,4,0,0,58,160,0,0,4,10,13,24,12,18,22,35,1,2,0,2,0,0,16,116,19,52,12,47,1,1,7,10,1,1,9,9,16,46,14,44,1,3,12,16,4,5,2,6,7,31,3,25,0,0,1,2,1,1,4,4,7,29,7,26,1,3,1,2,0,0,0,3,9,12,3,7,0,0,1,1,0,0,3,3,5,7,2,5,0,0,3,3,4,5,2,3,3,9,6,15,1,1,5,7,0,0,2,2,4,10,5,13,0,0,8,11,0,0,0,0
"blue","Decision - Split",0,0,57,131,41,139,61,135,50,150,0,2,6,10,0,0,36,254,0,0,11,34,14,32,11,34,18,38,0,0,3,3,0,0,0,104,0,0,23,56,15,61,23,56,17,63,0,1,2,5,0,0,0,73,0,0,23,41,12,46,27,45,15,49,0,1,1,2,0,0,36,77,37,106,14,101,13,17,12,19,7,8,15,19,44,114,27,114,11,14,12,21,2,3,2,4,10,31,4,19,0,1,5,7,1,2,5,6,11,34,12,29,0,0,0,1,0,0,2,2,17,47,6,48,2,5,1,4,4,4,8,9,21,51,8,48,2,5,7,13,0,0,0,0,10,28,4,34,11,11,6,8,2,2,2,4,12,29,7,37,9,9,5,7,2,3,0,2
"red","Decision - Unanimous",0,0,41,72,13,37,119,162,32,58,3,3,0,2,0,0,591,33,0,0,7,12,1,1,34,41,10,10,0,0,0,1,0,0,232,33,0,0,14,24,1,3,47,62,8,12,2,2,0,1,0,0,268,0,0,0,20,36,11,33,38,59,14,36,1,1,0,0,0,0,91,0,24,54,11,35,5,5,1,1,12,13,1,1,21,39,12,35,8,11,1,1,12,22,0,1,7,12,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,12,0,0,6,16,1,3,3,3,0,0,5,5,0,0,2,6,1,2,8,10,0,0,4,8,0,1,11,26,9,31,2,2,1,1,7,8,1,1,19,33,10,32,0,1,1,1,1,2,0,0
