"winner","kd_rnd_1","sig_str_rnd_1","sig_str_attempt_rnd_1","tot_str_rnd_1","tot_str_attempt_rnd_1","td_rnd_1","td_attempt_rnd_1","sub_attempt_rnd_1","ctrl_time_rnd_1","kd_rnd_2","sig_str_rnd_2","sig_str_attempt_rnd_2","tot_str_rnd_2","tot_str_attempt_rnd_2","td_rnd_2","td_attempt_rnd_2","sub_attempt_rnd_2","ctrl_time_rnd_2","kd_rnd_3","sig_str_rnd_3","sig_str_attempt_rnd_3","tot_str_rnd_3","tot_str_attempt_rnd_3","td_rnd_3","td_attempt_rnd_3","sub_attempt_rnd_3","ctrl_time_rnd_3","sig_str_head_rnd_1","sig_str_head_attempt_rnd_1","sig_str_body_rnd_1","sig_str_body_attempt_rnd_1","sig_str_leg_rnd_1","sig_str_leg_attempt_rnd_1","sig_str_dist_rnd_1","sig_str_dist_attempt_rnd_1","sig_str_clinch_rnd_1","sig_str_clinch_attempt_rnd_1","sig_str_gnd_rnd_1","sig_str_gnd_attempt_rnd_1","sig_str_head_rnd_2","sig_str_head_attempt_rnd_2","sig_str_body_rnd_2","sig_str_body_attempt_rnd_2","sig_str_leg_rnd_2","sig_str_leg_attempt_rnd_2","sig_str_dist_rnd_2","sig_str_dist_attempt_rnd_2","sig_str_clinch_rnd_2","sig_str_clinch_attempt_rnd_2","sig_str_gnd_rnd_2","sig_str_gnd_attempt_rnd_2","sig_str_head_rnd_3","sig_str_head_attempt_rnd_3","sig_str_body_rnd_3","sig_str_body_attempt_rnd_3","sig_str_leg_rnd_3","sig_str_leg_attempt_rnd_3","sig_str_dist_rnd_3","sig_str_dist_attempt_rnd_3","sig_str_clinch_rnd_3","sig_str_clinch_attempt_rnd_3","sig_str_gnd_rnd_3","sig_str_gnd_attempt_rnd_3"
"blue",0,-15,-19,-7,-11,1,1,0,89,0,-1,3,7,11,1,1,0,103,0,-10,-14,-5,-8,1,-1,1,172,-7,-10,-6,-9,-2,0,-16,-18,-2,-4,3,3,10,16,-11,-13,0,0,-4,0,0,-1,3,4,-9,-13,-1,-1,0,0,-5,-2,-7,-16,2,4
"blue",0,4,17,5,18,-1,-1,0,-15,0,3,14,3,13,1,4,0,8,0,7,-7,7,-5,0,3,0,-2,4,19,4,4,-4,-6,1,14,3,3,0,0,4,15,3,4,-4,-5,2,11,1,3,0,0,8,-5,4,3,-5,-5,6,-6,1,-1,0,0
"blue",0,9,16,1,7,0,0,0,-42,-1,-7,-18,-11,-26,0,3,0,-27,0,-6,5,-16,0,0,-1,0,106,-3,-10,10,22,2,4,6,13,3,3,0,0,-13,-25,4,4,2,3,-3,-1,5,0,-9,-17,-8,2,2,3,0,0,-3,10,-3,-5,0,0
"red",0,-9,-8,-32,-32,1,4,0,164,0,7,16,-6,3,1,3,0,196,0,1,3,-2,5,3,5,0,222,0,5,-7,-10,-2,-3,-3,-1,-6,-7,0,0,8,19,-1,-4,0,1,5,7,2,9,0,0,1,2,0,1,0,0,0,2,0,-1,1,2
"red",0,2,-2,11,7,1,2,0,-56,0,13,15,23,25,0,-4,0,-134,0,3,3,13,12,1,2,1,96,2,1,5,2,-5,-5,-3,-8,5,6,0,0,10,12,3,3,0,0,-1,1,7,7,7,7,1,1,1,1,1,1,1,0,1,2,1,1
"red",0,13,5,4,-5,0,0,0,14,0,1,-3,-3,-7,0,0,0,5,0,-3,-13,-1,-10,0,0,0,-8,3,-7,2,4,8,8,12,6,1,-1,0,0,-7,-10,0,-1,8,8,2,-2,-1,-1,0,0,-8,-18,3,1,2,4,-2,-10,0,-1,-1,-2
"red",0,23,34,28,40,1,1,0,199,0,3,2,18,18,4,6,0,143,0,13,18,15,21,0,3,0,32,17,26,3,5,3,3,5,8,0,0,18,26,2,2,-3,-4,4,4,3,1,0,0,0,1,4,7,2,5,7,6,6,11,0,0,7,7
"red",0,7,-16,8,-15,-1,-2,0,-9,0,8,-10,9,-9,0,-2,0,0,0,8,0,8,0,0,-1,0,0,9,-10,-1,-4,-1,-2,4,-18,3,2,0,0,9,-9,-3,-3,2,2,8,-10,0,0,0,0,9,1,-2,-3,1,2,8,0,0,0,0,0
"red",0,4,14,19,31,0,2,0,155,1,17,19,42,46,1,1,1,287,0,6,5,20,20,2,2,0,266,6,14,-4,-2,2,2,0,3,2,5,2,6,16,18,1,1,0,0,0,-1,1,1,16,19,6,5,0,0,0,0,-3,-4,-1,-3,10,12
"red",0,-4,66,-4,66,0,0,0,0,0,0,43,0,43,0,0,0,0,0,4,40,4,40,-1,-1,0,-1,3,68,0,3,-7,-5,-4,66,0,0,0,0,0,45,0,-1,0,-1,0,43,0,0,0,0,3,41,1,2,0,-3,4,40,0,0,0,0
"red",0,-3,-6,-3,-7,2,3,1,77,0,0,-3,12,10,1,6,0,138,0,-5,-17,1,-9,1,5,0,119,-3,-9,0,3,0,0,-2,-4,-1,-2,0,0,-1,-4,0,0,1,1,-3,-6,3,3,0,0,-5,-15,-1,-3,1,1,-3,-12,-2,-5,0,0
"red",0,4,-8,2,-12,-1,-3,0,-149,0,14,-3,13,-5,0,-4,1,8,0,26,19,25,18,-1,-4,0,-64,7,-3,-1,-2,-2,-3,2,-6,3,2,-1,-4,12,-1,5,2,-3,-4,7,-11,2,2,5,6,20,14,4,3,2,2,10,9,1,2,15,8
"blue",0,-15,-21,-15,-21,0,0,0,0,0,-20,-17,-20,-17,0,0,0,0,0,-19,-26,-19,-26,0,0,0,0,-34,-46,4,7,15,18,-13,-18,-2,-3,0,0,-29,-30,1,3,8,10,-20,-17,0,0,0,0,-22,-32,0,2,3,4,-19,-27,0,1,0,0
"blue",0,9,-30,10,-29,2,2,0,21,0,-17,-43,-32,-58,0,2,0,125,0,-6,-24,-32,-57,0,2,0,-138,10,-22,-1,-2,0,-6,6,-29,2,-1,1,0,-3,-26,-11,-13,-3,-4,4,-20,-21,-23,0,0,1,-14,-7,-10,0,0,4,-9,-6,-7,-4,-8
"blue",0,9,-7,2,-17,0,-1,0,-28,0,-6,5,-8,4,-1,-3,0,-26,0,-2,4,-82,-83,-1,-2,0,-245,12,-3,0,-1,-3,-3,10,-5,-1,-2,0,0,3,15,-10,-11,1,1,-2,9,0,0,-4,-4,4,11,-5,-6,-1,-1,7,13,-1,-1,-8,-8
"red",1,-1,-7,-3,-9,-2,-2,0,-51,0,-2,-5,-19,-27,-2,-6,0,-144,0,12,10,0,-4,-1,-5,0,-19,-1,-9,-3,-2,3,4,0,-7,-1,-1,0,1,-4,-7,1,1,1,1,-2,-5,0,-1,0,1,6,4,2,2,4,4,5,0,7,8,0,2
"blue",0,-20,-34,-20,-34,1,1,0,18,-1,-27,-43,-43,-63,0,0,0,-24,0,-14,-41,-14,-41,0,0,0,0,-18,-36,-2,2,0,0,-14,-25,-5,-5,-1,-4,-29,-48,-1,1,3,4,-13,-19,-2,-3,-12,-21,-23,-56,4,9,5,6,-14,-41,0,0,0,0
"blue",0,-4,-15,-15,-28,0,1,0,-24,0,2,3,5,7,2,2,0,270,0,-6,-25,-23,-46,0,1,0,95,-1,-6,2,0,-5,-9,-4,-15,0,0,0,0,3,5,0,0,-1,-2,-1,-1,0,0,3,4,-1,-16,-3,-2,-2,-7,-5,-22,-1,-3,0,0
"red",0,11,-8,11,-8,0,-2,0,0,0,2,14,6,16,1,-1,0,34,0,4,1,4,1,0,-1,0,0,4,-18,5,8,2,2,12,-7,-1,-1,0,0,-8,-3,2,6,8,11,0,8,0,-1,2,7,-8,-15,0,1,12,15,4,1,0,0,0,0
"red",0,1,-2,53,51,2,3,-2,169,0,-3,-7,32,35,1,1,0,213,0,15,28,54,71,2,2,0,262,2,-1,-1,-1,0,0,0,-2,-2,-2,3,2,-3,-8,0,1,0,0,-1,-5,-1,-1,-1,-1,15,27,0,1,0,0,0,8,0,0,15,20
"red",0,9,10,35,41,1,5,0,285,0,10,23,49,66,1,1,0,220,0,14,19,60,70,3,3,0,277,6,9,-1,-3,4,4,0,1,-1,-1,10,10,7,16,3,6,0,1,-5,7,-1,-1,16,17,12,16,2,3,0,0,0,2,0,0,14,17
"red",0,0,-2,-4,-5,1,2,1,70,0,5,-6,3,-8,5,9,0,168,0,29,32,32,36,1,3,0,79,1,-1,0,0,-1,-1,-1,-3,0,0,1,1,0,-10,4,4,1,0,-1,-11,1,0,5,5,21,20,9,12,-1,0,28,29,1,3,0,0
"red",0,5,7,27,33,0,3,0,93,0,12,17,30,42,1,1,0,254,0,29,28,69,73,1,3,0,254,0,4,6,5,-1,-2,1,1,4,6,0,0,8,11,6,8,-2,-2,-1,-1,1,2,12,16,14,13,15,15,0,0,2,-2,1,1,26,29
"blue",0,-8,-59,-9,-60,0,-1,0,10,0,-14,-47,-18,-50,1,3,0,33,0,-13,-19,-19,-25,2,6,0,113,0,-48,-2,-4,-6,-7,-8,-60,0,1,0,0,-2,-33,-4,-4,-8,-10,-14,-48,0,2,0,-1,-6,-11,-3,-3,-4,-5,-8,-12,-2,-4,-3,-3
"blue",0,3,6,5,12,2,2,0,289,0,-16,-15,-36,-35,1,3,2,-46,0,-5,0,-9,-4,0,1,0,83,4,7,-1,-1,0,0,-1,0,-1,-2,5,8,-15,-14,-2,-2,1,1,-3,0,0,-1,-13,-14,-5,0,0,-1,0,1,-4,2,0,-1,-1,-1
"blue",0,-4,-14,-6,-16,0,-1,0,47,0,5,9,41,50,1,2,0,241,0,-8,9,-15,4,0,2,0,47,0,-5,-1,-5,-3,-4,-5,-13,1,-1,0,0,7,11,-2,-2,0,0,-1,2,1,1,5,6,-6,9,-2,-2,0,2,-7,11,-1,-2,0,0
"red",0,13,2,19,9,1,-3,0,8,1,6,2,17,12,1,-1,0,52,0,6,2,29,32,0,-2,1,109,4,-8,5,6,4,4,10,-1,3,3,0,0,4,-1,2,3,0,0,0,-5,2,2,4,5,2,-1,2,1,2,2,2,0,0,-3,4,5
"red",0,12,24,48,66,1,1,0,257,0,3,-3,44,47,1,1,0,207,0,1,0,31,39,1,1,0,169,12,24,1,1,-1,-1,-1,8,0,0,13,16,6,1,-2,-1,-1,-3,0,-8,0,0,3,5,0,1,-1,-3,2,2,0,-4,-1,-1,2,5
"blue",0,6,8,-37,-37,0,0,0,-118,0,1,1,-20,-21,2,2,0,105,0,-8,-7,-49,-55,-1,-1,-1,266,3,5,2,2,1,1,1,3,0,0,5,5,0,0,1,1,0,0,1,0,0,0,0,1,-5,-4,-3,-3,0,0,0,2,0,0,-8,-9
"blue",0,-37,-61,-33,-57,0,0,0,31,0,-2,-9,3,-4,1,3,0,51,0,-15,-22,-14,-21,0,1,0,26,-31,-53,-2,-4,-4,-4,-37,-61,0,0,0,0,-3,-11,-5,-5,6,7,-6,-15,4,6,0,0,-4,-13,-7,-6,-4,-3,-13,-24,-2,2,0,0
"red",0,4,27,9,33,0,1,0,17,0,9,20,10,21,0,1,0,5,0,2,8,1,8,1,1,0,25,5,24,-1,2,0,1,4,33,0,-6,0,0,7,20,-2,-4,4,4,9,19,-1,0,1,1,-4,7,2,1,4,0,2,10,0,-2,0,0
"red",0,5,9,40,43,-1,-1,0,33,0,4,1,11,8,-1,0,-2,-62,0,16,20,29,36,-2,-7,1,-154,3,6,1,2,1,1,0,2,-1,0,6,7,4,1,1,1,-1,-1,2,-2,0,0,2,3,17,20,-1,0,0,0,0,2,12,14,4,4
"blue",0,-9,-17,-9,-19,0,-1,0,-73,0,-24,-21,-37,-34,-1,0,0,-77,0,7,3,6,3,0,-3,0,4,-3,-13,-5,-3,-1,-1,-4,-10,-5,-7,0,0,-15,-13,-7,-6,-2,-2,-11,-7,-8,-9,-5,-5,-3,-8,9,10,1,1,3,-2,4,5,0,0
"red",0,-5,-12,-10,-17,-1,-2,0,10,0,0,-13,-3,-17,1,0,1,133,0,3,-5,8,0,1,2,-1,110,-6,-7,0,-6,1,1,-8,-15,3,2,0,1,0,-10,0,-3,0,0,-1,-14,-2,-4,3,5,-2,-10,2,2,3,3,-5,-13,3,3,5,5
"blue",0,-1,15,-1,15,0,1,0,0,0,-7,1,-7,1,0,0,0,0,0,-2,12,-12,1,0,0,0,-43,2,21,-4,-8,1,2,-1,15,0,0,0,0,1,10,-4,-5,-4,-4,-7,1,0,0,0,0,3,18,-2,-2,-3,-4,-2,12,0,0,0,0
"blue",0,2,23,0,21,0,-1,0,-46,0,-3,5,-26,-18,0,0,0,-116,0,-13,-17,-75,-82,0,1,0,-288,-1,17,5,7,-2,-1,1,21,1,2,0,0,-10,-5,5,8,2,2,-2,6,0,1,-1,-2,-13,-18,0,0,0,1,1,2,0,0,-14,-19
"red",0,-2,-6,5,1,2,2,0,154,0,-1,-7,16,10,2,2,0,107,0,0,1,58,66,2,2,-1,256,0,-5,1,2,-3,-3,-5,-10,-1,-1,4,5,-4,-4,-3,-9,6,6,2,-4,-4,-5,1,2,-1,-1,2,2,-1,0,0,1,0,0,0,0
"blue",0,-24,-35,-1,-8,2,4,0,202,0,-1,-5,16,13,3,3,0,166,0,-8,-14,12,9,2,3,0,211,-17,-28,-7,-7,0,0,-8,-17,-16,-19,0,1,0,-3,-1,-2,0,0,0,-3,-1,-2,0,0,-5,-11,-3,-3,0,0,-6,-11,-2,-3,0,0
"red",2,17,20,25,28,-1,-2,0,29,1,6,-6,-7,-24,-1,-5,0,-92,0,-14,-44,-21,-52,0,-1,0,-19,10,13,5,6,2,1,3,-1,1,-1,13,22,-3,-17,5,7,4,4,7,-3,-1,-3,0,0,-32,-66,7,10,11,12,-14,-45,0,1,0,0
"red",0,4,-19,4,-19,0,0,0,0,0,12,-23,14,-19,0,0,0,0,-1,8,1,28,23,0,0,0,98,-6,-30,6,6,4,5,4,-18,0,-1,0,0,5,-28,4,2,3,3,12,-24,0,1,0,0,0,-8,9,10,-1,-1,9,-4,0,2,-1,3
"red",0,9,9,42,43,-2,-7,0,-168,0,5,5,22,23,0,-2,0,-13,0,2,11,2,11,0,-3,0,11,4,3,4,5,1,1,6,2,1,2,2,5,-3,-4,5,6,3,3,3,2,2,3,0,0,-7,1,7,8,2,2,3,7,-1,4,0,0
"red",-1,-6,-27,-9,-30,0,1,0,-90,0,27,44,24,44,1,0,0,83,0,-12,-12,-19,-21,0,-1,0,-23,-10,-29,2,1,2,1,-2,-15,2,0,-6,-12,29,44,-1,0,-1,0,4,6,4,6,19,32,-6,-8,-6,-6,0,2,-10,-9,-2,-3,0,0
"red",0,7,13,21,28,1,1,0,161,0,-5,0,-4,1,-1,-2,0,-24,0,-1,20,-3,16,-1,0,0,-9,4,8,-1,-1,4,6,0,5,0,1,7,7,-2,-2,0,2,-3,0,-8,-2,-1,-2,4,4,-4,11,1,6,2,3,5,28,-1,0,-5,-8
"red",0,11,50,11,50,0,0,0,0,0,4,21,37,52,0,2,0,-9,0,-2,27,9,38,0,2,0,13,-1,15,3,19,9,16,11,50,0,0,0,0,4,12,0,13,0,-4,1,19,3,2,0,0,0,2,3,23,-5,2,1,29,-3,-2,0,0
"red",0,8,16,18,37,-1,0,1,10,0,-2,-4,1,-1,0,3,0,-13,0,1,-4,1,-4,1,2,0,12,11,20,-1,-3,-2,-1,-7,-2,7,7,8,11,1,-1,2,2,-5,-5,-2,-5,0,1,0,0,5,1,0,-1,-4,-4,-1,-9,2,5,0,0
"red",0,38,50,46,59,1,1,0,162,0,20,27,28,37,1,1,-1,172,0,19,22,14,19,2,4,-1,117,18,28,16,17,4,5,17,25,0,0,21,25,12,18,6,7,2,2,4,8,1,1,15,18,6,7,7,8,6,7,13,12,-3,-5,9,15
"red",0,7,12,8,13,0,-2,0,-5,0,23,30,26,33,0,-3,2,66,0,9,28,11,30,0,-1,0,-8,13,17,0,0,-6,-5,6,11,1,1,0,0,21,29,4,4,-2,-3,12,17,2,3,9,10,11,30,4,4,-6,-6,7,26,2,2,0,0
"blue",-1,-19,4,-25,-2,0,0,0,-22,0,-33,-31,-34,-32,-2,-2,0,-25,0,-12,-2,-10,1,0,0,1,18,-13,8,-6,-5,0,1,-11,12,-4,-4,-4,-4,-18,-15,-9,-10,-6,-6,-28,-22,-4,-8,-1,-1,-10,-2,-2,0,0,0,-8,2,-1,0,-3,-4
"red",0,-6,-7,-6,-7,0,0,0,0,0,6,31,6,31,0,0,0,0,0,11,30,15,34,0,-1,0,7,3,8,-9,-15,0,0,-6,-7,0,0,0,0,3,28,0,0,3,3,5,29,1,2,0,0,12,36,-2,-6,1,0,4,20,3,4,4,6
"blue",0,14,20,15,20,1,1,0,162,0,-4,-8,-20,-25,1,2,0,156,0,-15,-50,-35,-70,0,3,0,-33,1,7,7,7,6,6,4,9,-1,-1,11,12,14,12,-17,-19,-1,-1,-1,-4,-14,-17,11,13,-11,-45,-2,-3,-2,-2,-1,-27,-8,-12,-6,-11
"blue",0,7,13,7,13,0,2,0,21,0,-16,-13,-23,-19,1,4,0,-16,0,-3,-3,-6,-6,1,2,0,1,6,12,1,4,0,-3,4,8,3,5,0,0,-12,-9,-2,-3,-2,-1,-15,-12,-1,-1,0,0,-4,-6,1,4,0,-1,-1,-1,-2,-2,0,0
"blue",0,-10,-17,-14,-21,0,-3,0,-110,0,-2,-2,-13,-13,0,0,0,-133,0,-14,-21,-23,-30,0,-2,0,-135,-1,-6,-8,-9,-1,-2,1,-7,-11,-10,0,0,-1,-2,1,2,-2,-2,1,2,-3,-4,0,0,-1,-1,-10,-14,-3,-6,-5,-8,-9,-13,0,0
"red",0,8,9,1,13,-1,-1,0,-14,0,3,7,22,29,0,0,0,226,0,5,-15,4,-16,1,0,0,111,6,13,0,-6,2,2,7,10,3,3,-2,-4,8,16,-1,-3,-4,-6,-3,-2,0,0,6,9,10,-4,-1,-6,-4,-5,6,-14,-1,-1,0,0
"blue",0,-6,-3,-8,-5,0,0,0,40,0,9,-2,6,-5,-1,-1,0,-19,0,1,4,4,7,1,1,2,17,-2,-1,0,3,-4,-5,-9,-6,3,3,0,0,6,-2,0,-3,3,3,5,-6,4,4,0,0,0,3,1,1,0,0,-5,-1,6,5,0,0
"blue",0,17,13,16,12,1,2,0,76,0,-12,-7,-17,-12,0,0,0,23,0,-6,-4,-11,-9,2,2,0,33,5,-3,2,2,10,14,16,12,1,1,0,0,-5,-4,-5,-5,-2,2,-10,-5,-2,-2,0,0,1,2,-5,-4,-2,-2,-4,-3,-2,-1,0,0
"red",0,6,15,6,15,0,1,0,101,0,5,11,17,24,1,3,0,146,0,1,1,14,15,1,1,1,231,-3,4,10,12,-1,-1,-4,4,10,11,0,0,3,8,2,3,0,0,0,4,1,2,4,5,2,2,-1,-1,0,0,-2,-2,0,0,3,3
"red",0,1,-7,4,-4,1,-1,0,94,0,1,5,-17,-14,0,0,-1,-117,0,15,24,27,36,0,-3,0,35,2,-2,0,-2,-1,-3,0,-8,0,0,1,1,1,5,1,1,-1,-1,0,0,0,0,1,5,12,20,3,4,0,0,9,17,3,4,3,3
"blue",0,6,16,0,10,1,2,2,220,0,13,16,-5,-5,-1,-1,0,-151,0,4,1,-8,-10,-2,-4,0,-233,2,10,1,1,3,5,3,11,0,0,3,5,0,0,9,11,4,5,6,8,7,8,0,0,-1,-4,3,3,2,2,4,1,0,0,0,0
"red",1,0,-20,-9,-29,0,0,0,-19,1,-5,-12,-7,-17,-2,-5,0,-95,0,-2,-5,-24,-31,-2,-3,0,-213,-3,-22,-4,-6,7,8,2,-20,-6,-8,4,8,-6,-14,0,1,1,1,-6,-10,0,-3,1,1,-2,-6,-1,-1,1,2,1,-1,0,-1,-3,-3
"blue",0,-3,-14,-26,-41,0,0,1,33,0,-10,-24,-13,-28,0,0,0,-91,0,-28,-57,-43,-73,0,1,0,-33,-6,-14,7,4,-4,-4,-2,-7,-1,-7,0,0,-6,-18,5,3,-9,-9,-7,-21,-3,-3,0,0,-20,-49,-1,0,-7,-8,-11,-32,-17,-25,0,0
"red",0,20,-1,22,0,0,1,0,53,-1,15,-11,9,-17,0,0,0,6,0,31,24,41,37,2,2,0,57,20,1,-2,-4,2,2,18,-4,2,3,0,0,13,-14,-1,0,3,3,14,-12,4,4,-3,-3,25,23,3,-2,3,3,14,1,12,17,5,6
"red",0,0,7,3,11,0,-2,0,26,0,6,11,6,11,0,0,0,2,0,34,51,46,64,1,1,0,127,-5,-5,5,11,0,1,0,5,-1,0,1,2,-3,-1,5,6,4,6,6,11,0,0,0,0,17,28,13,16,4,7,11,21,2,5,21,25
"blue",-1,-12,-37,-13,-38,0,3,0,-9,0,-8,-22,11,-2,0,1,1,-53,0,2,-2,0,-4,0,-1,0,232,-8,-30,-1,-3,-3,-4,-13,-35,1,1,0,-3,3,-8,-5,-8,-6,-6,-10,-25,0,1,2,2,3,0,1,0,-2,-2,0,-4,0,0,2,2
"red",0,4,5,7,8,-1,-2,0,-104,0,4,3,4,3,0,-1,0,0,0,7,9,9,11,-2,-5,0,-5,-1,0,1,1,4,4,5,8,0,0,-1,-3,-1,-4,-3,-3,8,10,4,3,0,0,0,0,-1,2,2,1,6,6,6,7,1,2,0,0
"red",0,6,28,-16,5,0,-4,0,-104,0,19,48,17,48,0,-8,0,-79,0,24,33,29,37,0,-2,0,-73,2,23,4,6,0,-1,-4,14,10,14,0,0,13,43,5,3,1,2,9,33,10,15,0,0,26,35,-4,-4,2,2,19,26,5,7,0,0
"red",0,1,-7,7,-1,2,5,0,76,-1,6,5,-1,-3,1,1,0,-66,0,18,17,31,38,3,3,0,225,4,-1,-4,-6,1,0,-2,-10,-2,-2,5,5,5,2,0,1,1,2,2,3,1,2,3,0,19,20,-1,-3,0,0,-2,-5,0,0,20,22
"blue",0,-5,4,-5,4,0,-1,0,6,0,1,0,1,-1,0,0,0,0,0,3,24,4,25,0,0,0,0,-2,8,-1,-3,-2,-1,-6,-1,1,4,0,1,-1,5,0,-5,2,0,1,0,0,0,0,0,0,23,2,1,1,0,3,24,0,0,0,0
"red",2,15,32,15,34,2,1,-1,139,0,12,5,13,6,2,2,0,86,0,5,7,4,6,2,0,0,100,10,24,5,8,0,0,7,16,1,1,7,15,4,-3,3,3,5,5,10,3,2,2,0,0,-6,-4,8,8,3,3,-1,-1,6,7,0,1
"red",0,5,3,15,14,0,-1,1,-229,0,6,3,-1,-4,-1,-5,0,-67,0,10,13,2,5,-1,-3,0,52,4,2,1,1,0,0,1,-2,0,0,4,5,4,2,2,2,0,-1,2,0,0,-1,4,4,8,12,2,2,0,-1,2,4,1,1,7,8
"blue",0,-6,-11,-6,-11,0,1,0,0,0,0,-7,0,-7,0,1,0,0,0,-19,-15,-19,-15,0,1,0,0,2,2,-4,-7,-4,-6,-6,-10,0,-1,0,0,9,10,-4,-9,-5,-8,0,-7,0,0,0,0,-3,3,-2,-3,-14,-15,-19,-15,0,0,0,0
"red",0,1,3,0,2,0,-1,0,2,0,10,15,12,17,0,-2,0,0,0,16,21,17,22,0,-1,0,0,-1,6,0,-6,2,3,0,1,0,0,1,2,7,14,1,1,2,0,9,14,1,1,0,0,9,14,5,1,2,6,13,16,0,1,3,4
"red",0,17,13,19,15,1,-2,0,10,0,6,-3,4,-3,-1,-1,0,22,0,3,-10,-7,-20,1,6,0,148,15,17,-2,-7,4,3,17,14,0,-1,0,0,12,2,-3,-2,-3,-3,8,1,-3,-5,1,1,4,-9,-1,-1,0,0,7,-9,-2,1,-2,-2
"red",-1,-1,-5,-15,-20,-2,-4,0,-176,0,15,19,12,16,-1,-4,0,-43,0,12,23,13,25,-3,-6,0,-175,-5,-8,2,1,2,2,3,3,-1,-4,-3,-4,12,15,5,5,-2,-1,10,15,5,4,0,0,7,16,5,7,0,0,2,17,0,-3,10,9
"red",0,-3,-2,19,29,1,-1,0,173,0,-3,-5,43,50,1,2,0,180,0,8,6,12,12,3,3,0,88,-2,-2,-1,0,0,0,-2,-2,-3,-3,2,3,-3,-5,0,0,0,0,-2,-2,-1,-1,0,-2,2,0,7,7,-1,-1,2,0,0,0,6,6
"blue",0,-5,-10,-13,-15,3,4,0,228,0,-35,-35,-45,-45,1,4,0,92,0,-15,-13,-15,-13,0,2,0,-28,-4,-8,-2,-3,1,1,-5,-11,0,0,0,1,-34,-36,-2,-2,1,3,-36,-35,0,-1,1,1,-24,-24,2,3,7,8,-15,-13,0,0,0,0
"blue",0,-7,-20,-2,-15,1,3,0,8,0,9,-9,17,-1,0,1,0,15,0,4,-17,-18,-43,-1,-1,-1,-146,-5,-24,-4,-2,2,6,-4,-17,-3,-3,0,0,2,-15,0,-1,7,7,8,-11,1,2,0,0,-7,-26,0,-2,11,11,5,-11,7,7,-8,-13
"red",0,0,20,-13,6,1,1,0,-2,0,-5,4,-6,3,0,1,0,-6,0,-10,11,-26,-4,1,1,0,43,-1,19,1,0,0,1,3,22,-7,-8,4,6,8,18,1,0,-14,-14,-5,3,0,1,0,0,0,15,0,7,-10,-11,-8,12,-2,-2,0,1
"red",0,-2,-9,-2,-9,0,0,0,0,1,12,8,17,12,0,-1,0,75,1,18,18,22,22,0,0,0,101,-8,-16,4,4,2,3,-2,-9,0,0,0,0,-3,-5,8,7,7,6,4,-2,0,-1,8,11,10,10,6,5,2,3,-3,-7,1,0,20,25
"blue",0,2,27,10,37,0,-2,0,18,0,-3,13,6,23,0,-1,0,21,0,-8,1,-1,10,0,0,0,23,3,25,0,2,-1,0,2,26,0,1,0,0,-3,10,-2,0,2,3,3,19,-6,-6,0,0,0,6,-7,-5,-1,0,-4,7,-4,-6,0,0
"blue",1,13,23,16,28,-1,-2,0,0,0,-13,-20,0,-3,-1,-1,0,-249,0,-6,-10,-12,-17,-1,-2,0,-108,9,22,2,1,2,0,7,14,0,0,6,9,-12,-20,0,1,-1,-1,-2,-1,0,0,-11,-19,-5,-8,0,-1,-1,-1,-1,-4,0,0,-5,-6
"red",0,-2,16,9,29,0,0,0,85,0,10,19,16,26,0,-1,0,-2,0,-11,-9,-17,-14,-1,-2,0,64,2,23,-6,-9,2,2,-4,13,2,3,0,0,11,18,0,2,-1,-1,8,16,2,3,0,0,-9,-6,-2,-3,0,0,-8,-7,-3,-2,0,0
"blue",0,-3,-7,-4,-10,-1,-1,0,24,0,-31,-34,-36,-39,-2,-1,0,-94,0,-29,-39,-47,-61,-1,-1,0,-237,3,-1,-6,-6,0,0,1,0,-1,0,-3,-7,-19,-17,-12,-17,0,0,-7,0,-14,-21,-10,-13,-21,-30,-8,-9,0,0,-2,-2,-3,-2,-24,-35
"red",0,5,4,10,10,1,1,-1,129,0,-1,5,4,13,0,1,-1,86,0,-8,0,-9,-1,-1,0,1,-155,-1,-1,6,5,0,0,1,3,-1,-3,5,4,1,4,1,3,-3,-2,-3,2,0,0,2,3,3,13,-5,-7,-6,-6,-6,3,0,-1,-2,-2
"blue",-1,4,11,4,11,0,0,-1,-54,0,-3,-18,-3,-18,0,0,0,0,0,0,-1,-9,-13,-1,-2,0,-151,-1,-4,1,8,4,7,5,13,0,1,-1,-3,-8,-22,1,-2,4,6,-3,-18,0,0,0,0,0,-3,-2,-1,2,3,-1,-6,3,7,-2,-2
"blue",0,11,3,26,19,0,1,0,45,0,0,4,18,28,1,2,0,26,0,4,5,15,23,0,1,0,25,2,-4,6,4,3,3,9,0,2,3,0,0,-3,0,0,1,3,3,-1,2,1,2,0,0,1,-1,4,5,-1,1,4,6,0,-1,0,0
"blue",0,2,6,2,6,0,0,0,0,0,8,2,5,-2,0,0,-1,-35,0,10,5,15,9,1,-2,0,16,5,3,3,8,-6,-5,2,6,0,0,0,0,10,7,4,2,-6,-7,8,2,0,0,0,0,9,12,0,-2,1,-5,8,3,0,-1,2,3
"red",0,2,-28,2,-28,0,0,0,0,0,-9,-16,-11,-17,1,0,0,55,0,-8,-20,-20,-32,0,1,-1,184,5,-26,1,5,-4,-7,3,-26,-1,-2,0,0,1,-4,-10,-12,0,0,-6,-13,0,1,-3,-4,-6,-16,-2,-4,0,0,-15,-28,0,1,7,7
